,ID,AGE,Ethnicity,Married,Family Size,Education1,Education2,Income,Language,Education,Coffee,Hot Tea,Iced Tea,Egg Salad,Pickles,Corned Beef
8946,40073.0,13.0,3,0,3,7,0,8,1,7,1.0,1.0,1.0,1.0,1.0,1.0
8947,40074.0,72.0,3,2,1,0,3,4,1,3,9.0,1.0,1.0,9.0,5.0,9.0
8950,40077.0,32.0,4,1,3,0,5,8,1,5,3.0,3.0,2.0,3.0,2.0,2.0
8953,40080.0,11.0,1,0,6,4,0,5,2,4,1.0,1.0,1.0,1.0,1.0,1.0
8954,40081.0,19.0,1,5,3,13,0,12,1,13,2.0,3.0,6.0,2.0,3.0,6.0
8955,40082.0,44.0,2,1,3,0,3,4,2,3,2.0,1.0,1.0,2.0,88.0,2.0
8956,40083.0,8.0,4,0,7,2,0,5,1,2,1.0,7.0,3.0,1.0,1.0,2.0
8957,40084.0,77.0,1,1,5,0,1,9,2,1,9.0,1.0,1.0,9.0,1.0,1.0
8958,40085.0,62.0,1,1,2,0,4,7,1,4,8.0,2.0,2.0,8.0,3.0,2.0
8960,40087.0,5.0,1,0,5,0,0,99,2,0,1.0,1.0,1.0,1.0,1.0,6.0
8962,40089.0,16.0,4,5,3,9,0,4,1,9,1.0,1.0,1.0,1.0,1.0,2.0
8963,40090.0,6.0,3,0,6,0,0,8,1,0,1.0,1.0,1.0,1.0,4.0,1.0
8965,40092.0,43.0,4,1,3,0,4,8,1,4,2.0,1.0,3.0,2.0,2.0,5.0
8966,40093.0,16.0,1,5,6,10,0,11,1,10,6.0,1.0,8.0,6.0,3.0,1.0
8972,40099.0,41.0,1,4,4,0,1,6,2,1,7.0,1.0,1.0,7.0,1.0,1.0
8976,40103.0,22.0,1,6,4,0,2,6,1,2,1.0,4.0,5.0,1.0,5.0,6.0
8977,40104.0,81.0,3,1,2,0,5,8,1,5,8.0,2.0,1.0,8.0,2.0,2.0
8978,40105.0,3.0,1,0,5,0,0,5,2,0,1.0,1.0,1.0,1.0,7.0,6.0
8979,40106.0,50.0,4,5,3,0,4,4,1,4,2.0,3.0,4.0,2.0,2.0,5.0
8980,40107.0,18.0,1,1,5,66,0,7,1,66,1.0,1.0,1.0,1.0,1.0,1.0
8981,40108.0,46.0,3,1,5,0,3,7,1,3,7.0,3.0,4.0,7.0,2.0,1.0
8983,40110.0,65.0,5,3,3,0,1,3,1,1,9.0,1.0,2.0,9.0,2.0,2.0
8986,40113.0,12.0,1,0,6,6,0,6,1,6,1.0,2.0,3.0,1.0,2.0,1.0
8989,40116.0,30.0,1,1,4,0,2,99,2,2,7.0,1.0,1.0,7.0,1.0,2.0
8990,40117.0,8.0,1,0,4,2,0,5,2,2,1.0,1.0,1.0,1.0,1.0,1.0
8991,40118.0,80.0,1,1,3,0,1,6,1,1,1.0,1.0,1.0,1.0,2.0,2.0
8992,40119.0,36.0,2,5,5,0,2,8,1,2,2.0,88.0,88.0,2.0,3.0,3.0
8993,40120.0,3.0,2,0,3,0,0,8,1,0,2.0,2.0,5.0,2.0,7.0,7.0
8995,40122.0,58.0,1,5,6,0,2,6,1,2,8.0,1.0,5.0,8.0,1.0,5.0
8996,40123.0,40.0,3,1,3,0,4,12,1,4,8.0,3.0,1.0,8.0,3.0,2.0
8997,40124.0,80.0,4,3,1,0,2,3,1,2,8.0,88.0,6.0,8.0,2.0,4.0
9002,40129.0,74.0,4,2,2,0,1,4,1,1,88.0,3.0,6.0,88.0,3.0,5.0
9003,40130.0,18.0,2,5,3,11,0,2,2,11,1.0,1.0,1.0,1.0,2.0,2.0
9004,40131.0,85.0,3,2,1,0,1,2,1,1,8.0,1.0,1.0,8.0,3.0,5.0
9006,40133.0,21.0,1,5,1,0,4,2,1,4,3.0,3.0,3.0,3.0,2.0,4.0
9007,40134.0,18.0,4,5,1,13,0,3,1,13,1.0,1.0,1.0,1.0,4.0,1.0
9008,40135.0,27.0,3,5,1,0,5,5,1,5,1.0,1.0,4.0,1.0,2.0,1.0
9009,40136.0,31.0,1,1,4,0,4,11,1,4,5.0,3.0,5.0,5.0,4.0,3.0
9010,40137.0,32.0,1,1,5,0,2,7,1,2,1.0,1.0,1.0,1.0,1.0,5.0
9011,40138.0,24.0,1,1,7,0,1,3,2,1,7.0,4.0,7.0,7.0,1.0,99.0
9013,40140.0,24.0,4,5,1,0,5,11,1,5,1.0,8.0,1.0,1.0,2.0,1.0
9014,40141.0,36.0,3,1,5,0,4,11,1,4,8.0,2.0,2.0,8.0,2.0,1.0
9016,40143.0,12.0,1,0,7,5,0,8,2,5,1.0,2.0,1.0,1.0,88.0,1.0
9017,40144.0,24.0,1,6,5,0,3,4,1,3,8.0,1.0,3.0,8.0,3.0,2.0
9018,40145.0,4.0,1,0,4,0,0,99,2,0,1.0,2.0,3.0,1.0,5.0,5.0
9019,40146.0,4.0,1,0,2,0,0,1,1,0,1.0,2.0,1.0,1.0,2.0,1.0
9020,40147.0,17.0,3,5,5,13,0,6,1,13,2.0,1.0,5.0,2.0,1.0,88.0
9021,40148.0,37.0,4,5,4,0,2,7,1,2,7.0,2.0,4.0,7.0,4.0,4.0
9022,40149.0,59.0,4,1,3,0,3,11,1,3,5.0,6.0,2.0,5.0,4.0,1.0
9024,40151.0,54.0,3,1,2,0,2,10,1,2,8.0,2.0,2.0,8.0,5.0,5.0
9025,40152.0,68.0,1,1,2,0,5,11,2,5,7.0,7.0,4.0,7.0,4.0,4.0
9027,40154.0,62.0,1,1,3,0,1,3,1,1,1.0,1.0,3.0,1.0,3.0,2.0
9029,40156.0,3.0,3,0,4,0,0,5,1,0,1.0,1.0,2.0,1.0,2.0,6.0
9030,40157.0,19.0,3,5,4,15,0,7,1,15,1.0,1.0,5.0,1.0,2.0,5.0
9031,40158.0,26.0,1,1,3,0,4,7,2,4,2.0,2.0,3.0,2.0,6.0,5.0
9032,40159.0,36.0,5,1,3,0,5,8,1,5,7.0,1.0,5.0,7.0,1.0,3.0
9034,40161.0,83.0,3,2,1,0,2,3,1,2,7.0,1.0,1.0,7.0,8.0,9.0
9037,40164.0,27.0,4,5,2,0,4,6,1,4,1.0,7.0,5.0,1.0,4.0,4.0
9038,40165.0,85.0,3,2,1,0,5,7,1,5,3.0,88.0,2.0,3.0,2.0,1.0
9040,40167.0,19.0,4,5,2,13,0,6,1,13,1.0,1.0,3.0,1.0,1.0,1.0
9041,40168.0,2.0,4,0,6,0,0,11,1,0,1.0,1.0,1.0,1.0,1.0,5.0
9049,40176.0,54.0,2,1,3,0,1,9,1,1,7.0,7.0,7.0,7.0,1.0,7.0
9050,40177.0,26.0,1,4,4,0,2,99,1,2,2.0,3.0,3.0,2.0,7.0,7.0
9051,40178.0,53.0,3,1,1,0,5,6,1,5,10.0,2.0,2.0,10.0,5.0,4.0
9052,40179.0,11.0,5,0,2,4,0,6,1,4,1.0,1.0,1.0,1.0,8.0,6.0
9055,40182.0,8.0,3,0,5,2,0,8,1,2,1.0,1.0,1.0,1.0,8.0,7.0
9058,40185.0,18.0,1,5,1,15,0,4,1,15,2.0,3.0,1.0,2.0,5.0,4.0
9059,40186.0,4.0,1,0,7,0,0,6,1,0,1.0,3.0,1.0,1.0,5.0,2.0
9060,40187.0,11.0,4,0,4,5,0,3,1,5,1.0,1.0,5.0,1.0,3.0,9.0
9062,40189.0,35.0,2,5,1,0,4,1,1,4,7.0,1.0,5.0,7.0,1.0,9.0
9063,40190.0,72.0,4,3,1,0,3,2,1,3,9.0,3.0,3.0,9.0,3.0,5.0
9067,40194.0,17.0,4,5,4,10,0,4,1,10,1.0,1.0,1.0,1.0,1.0,9.0
9068,40195.0,13.0,5,0,5,6,0,8,1,6,1.0,1.0,2.0,1.0,1.0,1.0
9070,40197.0,16.0,3,5,3,10,0,11,1,10,1.0,2.0,1.0,1.0,1.0,1.0
9071,40198.0,11.0,4,0,3,4,0,7,1,4,1.0,1.0,1.0,1.0,5.0,3.0
9073,40200.0,44.0,3,3,3,0,3,7,1,3,7.0,2.0,4.0,7.0,4.0,3.0
9074,40201.0,12.0,5,0,5,6,0,11,1,6,1.0,2.0,1.0,1.0,1.0,2.0
9076,40203.0,51.0,2,3,5,0,4,7,2,4,7.0,3.0,1.0,7.0,5.0,4.0
9078,40205.0,9.0,4,0,5,3,0,6,1,3,1.0,1.0,4.0,1.0,9.0,9.0
9079,40206.0,4.0,4,0,4,0,0,4,1,0,1.0,1.0,1.0,1.0,1.0,1.0
9080,40207.0,2.0,3,0,6,0,0,9,1,0,1.0,1.0,1.0,1.0,5.0,4.0
9081,40208.0,22.0,3,5,2,0,4,12,1,4,4.0,4.0,5.0,4.0,5.0,8.0
9082,40209.0,19.0,4,5,3,12,0,1,1,12,1.0,1.0,3.0,1.0,5.0,5.0
9083,40210.0,59.0,4,3,1,0,4,6,1,4,7.0,2.0,8.0,7.0,2.0,6.0
9084,40211.0,62.0,3,3,1,0,2,3,1,2,9.0,6.0,7.0,9.0,2.0,2.0
9089,40216.0,6.0,4,0,3,0,0,8,1,0,1.0,3.0,6.0,1.0,99.0,1.0
9092,40219.0,19.0,5,5,3,14,0,5,1,14,2.0,2.0,1.0,2.0,1.0,1.0
9093,40220.0,45.0,3,1,4,0,5,11,1,5,8.0,3.0,3.0,8.0,7.0,6.0
9098,40225.0,66.0,3,3,1,0,4,6,1,4,1.0,1.0,1.0,1.0,7.0,2.0
9099,40226.0,36.0,3,1,3,0,3,10,1,3,8.0,8.0,7.0,8.0,8.0,2.0
9100,40227.0,17.0,1,5,5,13,0,11,1,13,5.0,6.0,5.0,5.0,5.0,2.0
9101,40228.0,12.0,1,0,5,6,0,9,2,6,3.0,1.0,88.0,3.0,1.0,1.0
9103,40230.0,12.0,3,0,4,5,0,11,1,5,1.0,1.0,3.0,1.0,6.0,1.0
9104,40231.0,33.0,2,1,2,0,1,7,2,1,7.0,2.0,2.0,7.0,1.0,1.0
9105,40232.0,26.0,1,1,4,0,4,11,1,4,6.0,5.0,7.0,6.0,5.0,1.0
9106,40233.0,23.0,4,5,3,0,3,1,1,3,1.0,3.0,5.0,1.0,7.0,4.0
9107,40234.0,36.0,1,5,5,0,3,11,1,3,2.0,5.0,5.0,2.0,8.0,2.0
9110,40237.0,85.0,3,1,2,0,2,3,1,2,8.0,1.0,8.0,8.0,1.0,2.0
9112,40239.0,70.0,3,1,2,0,1,4,1,1,8.0,1.0,1.0,8.0,5.0,6.0
9113,40240.0,9.0,1,0,4,3,0,7,1,3,1.0,1.0,7.0,1.0,1.0,2.0
9116,40243.0,2.0,3,0,4,0,0,11,1,0,1.0,1.0,1.0,1.0,3.0,2.0
9117,40244.0,46.0,4,1,4,0,4,11,1,4,8.0,4.0,3.0,8.0,3.0,6.0
9120,40247.0,13.0,3,0,5,7,0,7,1,7,1.0,1.0,1.0,1.0,2.0,1.0
9121,40248.0,74.0,3,1,3,0,2,2,1,2,1.0,8.0,1.0,1.0,6.0,4.0
9122,40249.0,58.0,3,1,2,0,5,8,1,5,7.0,7.0,7.0,7.0,1.0,1.0
9123,40250.0,17.0,1,5,5,10,0,6,1,10,1.0,1.0,1.0,1.0,11.0,1.0
9125,40252.0,16.0,3,5,2,10,0,4,1,10,1.0,1.0,2.0,1.0,3.0,3.0
9126,40253.0,27.0,4,6,1,0,3,11,1,3,6.0,3.0,6.0,6.0,8.0,2.0
9127,40254.0,29.0,3,1,5,0,4,11,1,4,10.0,2.0,1.0,10.0,3.0,5.0
9128,40255.0,18.0,3,4,1,13,0,5,1,13,1.0,3.0,3.0,1.0,2.0,2.0
9129,40256.0,29.0,1,1,4,0,4,10,1,4,2.0,3.0,1.0,2.0,3.0,2.0
9130,40257.0,10.0,1,0,4,4,0,4,2,4,1.0,2.0,2.0,1.0,1.0,2.0
9131,40258.0,68.0,4,2,2,0,4,9,1,4,7.0,1.0,3.0,7.0,1.0,1.0
9133,40260.0,33.0,3,1,5,0,5,11,1,5,1.0,2.0,1.0,1.0,4.0,2.0
9137,40264.0,7.0,5,0,5,1,0,7,1,1,1.0,1.0,5.0,1.0,1.0,3.0
9138,40265.0,52.0,3,1,5,0,4,9,1,4,1.0,1.0,1.0,1.0,2.0,4.0
9141,40268.0,13.0,1,0,4,7,0,11,1,7,1.0,1.0,5.0,1.0,6.0,3.0
9142,40269.0,11.0,2,0,2,4,0,3,1,4,1.0,2.0,3.0,1.0,8.0,2.0
9144,40271.0,18.0,3,1,4,13,0,10,1,13,1.0,1.0,3.0,1.0,3.0,1.0
9145,40272.0,3.0,4,0,5,0,0,6,1,0,1.0,1.0,3.0,1.0,4.0,4.0
9146,40273.0,17.0,3,5,4,10,0,11,1,10,1.0,2.0,1.0,1.0,1.0,1.0
9148,40275.0,35.0,4,1,4,0,5,8,1,5,2.0,7.0,2.0,2.0,1.0,2.0
9150,40277.0,78.0,3,1,2,0,4,7,1,4,1.0,1.0,1.0,1.0,7.0,4.0
9151,40278.0,28.0,1,1,2,0,4,11,1,4,2.0,3.0,7.0,2.0,2.0,2.0
9152,40279.0,8.0,1,0,5,2,0,11,1,2,1.0,3.0,7.0,1.0,4.0,3.0
9153,40280.0,66.0,1,1,2,0,4,8,2,4,8.0,1.0,1.0,8.0,1.0,4.0
9154,40281.0,11.0,3,0,6,5,0,6,1,5,1.0,3.0,1.0,1.0,4.0,3.0
9155,40282.0,67.0,1,1,2,0,3,4,1,3,7.0,7.0,7.0,7.0,5.0,4.0
9156,40283.0,10.0,4,0,4,4,0,11,1,4,1.0,1.0,1.0,1.0,3.0,1.0
9157,40284.0,5.0,1,0,4,0,0,11,1,0,1.0,2.0,2.0,1.0,5.0,2.0
9158,40285.0,4.0,3,0,4,0,0,11,1,0,1.0,1.0,1.0,1.0,5.0,2.0
9159,40286.0,72.0,3,3,4,0,2,7,1,2,8.0,2.0,8.0,8.0,7.0,9.0
9161,40288.0,6.0,3,0,4,0,0,11,1,0,1.0,1.0,1.0,1.0,1.0,1.0
9162,40289.0,11.0,4,0,5,5,0,5,1,5,1.0,1.0,1.0,1.0,5.0,3.0
9163,40290.0,31.0,4,5,5,0,4,8,1,4,2.0,2.0,3.0,2.0,3.0,8.0
9166,40293.0,82.0,3,1,2,0,4,7,1,4,8.0,3.0,3.0,8.0,7.0,8.0
9168,40295.0,64.0,4,1,2,0,3,8,1,3,1.0,1.0,1.0,1.0,6.0,10.0
9169,40296.0,30.0,3,1,5,0,5,7,1,5,5.0,6.0,6.0,5.0,2.0,5.0
9170,40297.0,6.0,1,0,5,0,0,7,2,0,1.0,1.0,1.0,1.0,1.0,1.0
9171,40298.0,52.0,3,5,2,0,3,5,1,3,3.0,1.0,7.0,3.0,6.0,5.0
9172,40299.0,28.0,3,5,1,0,4,6,1,4,3.0,1.0,1.0,3.0,4.0,1.0
9173,40300.0,16.0,3,5,3,10,0,11,1,10,1.0,1.0,1.0,1.0,1.0,1.0
9175,40302.0,55.0,3,5,1,0,5,5,1,5,1.0,2.0,1.0,1.0,5.0,1.0
9178,40305.0,3.0,1,0,4,0,0,8,1,0,1.0,1.0,1.0,1.0,5.0,4.0
9180,40307.0,6.0,3,0,4,0,0,5,1,0,1.0,1.0,8.0,1.0,1.0,8.0
9181,40308.0,46.0,3,3,4,0,4,5,1,4,88.0,88.0,88.0,88.0,2.0,1.0
9183,40310.0,36.0,4,3,6,0,3,6,1,3,5.0,2.0,4.0,5.0,5.0,7.0
9185,40312.0,4.0,3,0,5,0,0,4,1,0,1.0,1.0,5.0,1.0,5.0,1.0
9186,40313.0,14.0,4,5,6,6,0,6,1,6,2.0,3.0,2.0,2.0,7.0,3.0
9189,40316.0,15.0,1,5,5,8,0,6,2,8,6.0,1.0,1.0,6.0,3.0,2.0
9190,40317.0,60.0,3,1,2,0,4,8,1,4,6.0,1.0,5.0,6.0,4.0,4.0
9191,40318.0,74.0,5,1,2,0,5,6,1,5,7.0,7.0,1.0,7.0,5.0,3.0
9192,40319.0,27.0,5,6,1,0,5,11,1,5,9.0,9.0,5.0,9.0,5.0,2.0
9196,40323.0,6.0,4,0,5,0,0,11,1,0,1.0,1.0,1.0,1.0,1.0,3.0
9201,40328.0,18.0,3,5,7,13,0,11,1,13,4.0,3.0,1.0,4.0,3.0,2.0
9203,40330.0,16.0,1,5,7,10,0,3,1,10,2.0,2.0,3.0,2.0,3.0,1.0
9204,40331.0,38.0,3,5,1,0,2,10,1,2,8.0,7.0,2.0,8.0,9.0,7.0
9205,40332.0,13.0,1,0,6,6,0,8,1,6,3.0,3.0,3.0,3.0,9.0,1.0
9207,40334.0,3.0,4,0,4,0,0,12,1,0,1.0,1.0,1.0,1.0,1.0,8.0
9208,40335.0,61.0,5,1,2,0,3,9,1,3,6.0,3.0,5.0,6.0,5.0,5.0
9210,40337.0,4.0,1,0,5,0,0,9,2,0,1.0,1.0,1.0,1.0,10.0,7.0
9211,40338.0,41.0,3,1,3,0,3,7,1,3,6.0,1.0,6.0,6.0,4.0,5.0
9212,40339.0,50.0,3,3,3,0,2,11,1,2,8.0,7.0,6.0,8.0,4.0,1.0
9216,40343.0,13.0,5,0,5,7,0,11,1,7,2.0,2.0,88.0,2.0,5.0,1.0
9217,40344.0,5.0,3,0,4,0,0,8,1,0,1.0,1.0,3.0,1.0,5.0,4.0
9220,40347.0,36.0,1,1,5,0,1,6,2,1,1.0,1.0,1.0,1.0,2.0,1.0
9222,40349.0,18.0,1,5,5,10,0,5,2,10,2.0,1.0,1.0,2.0,3.0,3.0
9223,40350.0,51.0,3,1,3,0,4,99,1,4,8.0,1.0,3.0,8.0,5.0,2.0
9224,40351.0,56.0,2,1,2,0,4,11,1,4,8.0,8.0,3.0,8.0,1.0,1.0
9225,40352.0,20.0,5,5,5,0,4,9,1,4,1.0,1.0,1.0,1.0,2.0,3.0
9226,40353.0,66.0,3,1,2,0,3,6,1,3,5.0,3.0,3.0,5.0,10.0,2.0
9227,40354.0,5.0,3,0,4,0,0,11,1,0,88.0,88.0,88.0,88.0,1.0,1.0
9228,40355.0,21.0,3,1,2,0,2,3,1,2,1.0,1.0,2.0,1.0,9.0,6.0
9229,40356.0,48.0,4,5,3,0,4,9,1,4,1.0,2.0,2.0,1.0,2.0,3.0
9231,40358.0,63.0,3,6,1,0,4,9,1,4,1.0,7.0,1.0,1.0,3.0,7.0
9234,40361.0,15.0,1,5,4,9,0,10,2,9,5.0,3.0,3.0,5.0,5.0,1.0
9236,40363.0,62.0,3,1,2,0,5,11,1,5,8.0,3.0,6.0,8.0,9.0,1.0
9237,40364.0,52.0,1,3,1,0,4,8,1,4,10.0,3.0,2.0,10.0,1.0,2.0
9241,40368.0,16.0,4,5,7,10,0,8,1,10,1.0,1.0,2.0,1.0,7.0,8.0
9242,40369.0,67.0,3,1,2,0,3,6,1,3,7.0,2.0,3.0,7.0,1.0,4.0
9243,40370.0,48.0,3,1,2,0,5,11,1,5,8.0,6.0,5.0,8.0,5.0,4.0
9244,40371.0,13.0,3,0,3,7,0,8,1,7,1.0,1.0,5.0,1.0,1.0,1.0
9245,40372.0,8.0,3,0,6,2,0,6,1,2,1.0,1.0,1.0,1.0,7.0,3.0
9246,40373.0,43.0,3,6,4,0,2,2,1,2,9.0,2.0,2.0,9.0,2.0,5.0
9248,40375.0,2.0,4,0,4,0,0,8,1,0,1.0,2.0,3.0,1.0,2.0,2.0
9251,40378.0,34.0,3,1,4,0,3,3,1,3,1.0,1.0,6.0,1.0,9.0,8.0
9253,40380.0,70.0,4,2,1,0,2,2,1,2,7.0,1.0,1.0,7.0,2.0,1.0
9254,40381.0,34.0,5,1,3,0,5,11,1,5,1.0,3.0,4.0,1.0,3.0,3.0
9255,40382.0,83.0,3,2,1,0,4,6,1,4,5.0,1.0,4.0,5.0,2.0,3.0
9256,40383.0,63.0,3,1,7,0,3,6,1,3,10.0,1.0,4.0,10.0,1.0,1.0
9257,40384.0,34.0,1,1,4,0,2,7,1,2,2.0,7.0,2.0,2.0,2.0,3.0
9259,40386.0,56.0,3,1,3,0,5,9,1,5,8.0,1.0,4.0,8.0,6.0,2.0
9262,40389.0,71.0,3,5,2,0,3,4,1,3,3.0,1.0,1.0,3.0,7.0,10.0
9263,40390.0,16.0,3,5,3,10,0,11,1,10,1.0,1.0,4.0,1.0,7.0,1.0
9264,40391.0,69.0,3,1,2,0,3,3,1,3,7.0,1.0,1.0,7.0,6.0,5.0
9265,40392.0,12.0,4,0,4,5,0,8,1,5,1.0,1.0,3.0,1.0,6.0,5.0
9266,40393.0,4.0,4,0,4,0,0,10,1,0,1.0,1.0,4.0,1.0,4.0,1.0
9271,40398.0,56.0,4,1,2,0,2,7,1,2,2.0,7.0,2.0,2.0,2.0,2.0
9272,40399.0,85.0,3,1,2,0,5,8,1,5,7.0,1.0,1.0,7.0,1.0,5.0
9273,40400.0,69.0,1,1,3,0,1,7,2,1,8.0,1.0,1.0,8.0,1.0,5.0
9274,40401.0,6.0,3,0,3,0,0,11,1,0,1.0,1.0,1.0,1.0,2.0,1.0
9276,40403.0,17.0,3,5,7,10,0,6,1,10,3.0,1.0,1.0,3.0,7.0,5.0
9277,40404.0,40.0,5,1,3,0,4,9,1,4,9.0,2.0,2.0,9.0,5.0,1.0
9278,40405.0,5.0,4,0,5,0,0,3,1,0,1.0,1.0,3.0,1.0,2.0,6.0
9279,40406.0,25.0,3,5,1,0,4,2,1,4,2.0,1.0,4.0,2.0,2.0,4.0
9281,40408.0,49.0,4,6,2,0,3,8,1,3,2.0,1.0,1.0,2.0,1.0,3.0
9282,40409.0,40.0,1,3,3,0,3,11,1,3,7.0,1.0,7.0,7.0,2.0,1.0
9283,40410.0,77.0,3,1,2,0,4,7,1,4,7.0,1.0,6.0,7.0,7.0,1.0
9284,40411.0,17.0,4,5,2,10,0,8,1,10,1.0,1.0,2.0,1.0,1.0,1.0
9286,40413.0,3.0,1,0,2,0,0,7,1,0,1.0,1.0,1.0,1.0,6.0,2.0
9287,40414.0,18.0,4,5,1,13,0,2,1,13,1.0,1.0,4.0,1.0,1.0,1.0
9288,40415.0,4.0,4,0,4,0,0,1,1,0,1.0,1.0,4.0,1.0,5.0,5.0
9289,40416.0,16.0,3,5,6,9,0,3,1,9,1.0,3.0,4.0,1.0,7.0,5.0
9290,40417.0,21.0,3,5,3,0,4,11,1,4,2.0,1.0,1.0,2.0,1.0,1.0
9291,40418.0,8.0,3,0,5,1,0,9,1,1,1.0,1.0,1.0,1.0,2.0,4.0
9292,40419.0,14.0,1,5,4,8,0,4,2,8,1.0,1.0,1.0,1.0,1.0,1.0
9294,40421.0,40.0,4,1,2,0,3,5,1,3,5.0,3.0,3.0,5.0,2.0,2.0
9295,40422.0,61.0,1,1,3,0,3,7,1,3,8.0,5.0,4.0,8.0,3.0,4.0
9296,40423.0,61.0,3,6,1,0,4,8,1,4,9.0,5.0,2.0,9.0,6.0,1.0
9297,40424.0,12.0,3,0,5,6,0,8,1,6,1.0,1.0,1.0,1.0,1.0,5.0
9300,40427.0,24.0,1,1,3,0,2,6,1,2,1.0,88.0,88.0,1.0,4.0,1.0
9301,40428.0,9.0,5,0,4,3,0,10,1,3,1.0,1.0,1.0,1.0,8.0,2.0
9302,40429.0,21.0,4,5,2,0,3,4,1,3,1.0,1.0,1.0,1.0,8.0,8.0
9303,40430.0,13.0,4,0,4,6,0,10,1,6,1.0,6.0,2.0,1.0,3.0,1.0
9304,40431.0,34.0,3,1,3,0,3,7,1,3,8.0,2.0,2.0,8.0,7.0,1.0
9308,40435.0,51.0,1,1,3,0,4,11,1,4,2.0,1.0,6.0,2.0,7.0,7.0
9309,40436.0,23.0,3,5,3,0,5,11,1,5,8.0,6.0,1.0,8.0,6.0,1.0
9310,40437.0,6.0,4,0,7,0,0,8,1,0,4.0,1.0,4.0,4.0,6.0,8.0
9311,40438.0,3.0,4,0,5,0,0,6,1,0,1.0,1.0,1.0,1.0,1.0,1.0
9312,40439.0,31.0,3,1,6,0,4,11,1,4,1.0,1.0,1.0,1.0,6.0,1.0
9314,40441.0,16.0,1,5,4,10,0,11,1,10,5.0,5.0,5.0,5.0,7.0,4.0
9315,40442.0,12.0,4,0,4,5,0,11,1,5,5.0,3.0,3.0,5.0,5.0,1.0
9316,40443.0,10.0,2,0,3,4,0,8,1,4,2.0,2.0,5.0,2.0,7.0,6.0
9317,40444.0,24.0,3,1,4,0,4,9,1,4,1.0,1.0,2.0,1.0,4.0,2.0
9318,40445.0,19.0,4,5,2,13,0,4,1,13,1.0,1.0,3.0,1.0,5.0,1.0
9327,40454.0,51.0,3,3,7,0,2,8,1,2,3.0,88.0,3.0,3.0,4.0,2.0
9328,40455.0,9.0,1,0,6,2,0,6,2,2,1.0,1.0,1.0,1.0,4.0,1.0
9329,40456.0,7.0,4,0,7,1,0,7,1,1,1.0,1.0,1.0,1.0,5.0,6.0
9330,40457.0,10.0,4,0,4,3,0,4,1,3,1.0,1.0,1.0,1.0,8.0,6.0
9331,40458.0,13.0,2,0,4,7,0,11,1,7,1.0,1.0,1.0,1.0,5.0,4.0
9332,40459.0,54.0,3,1,5,0,3,11,1,3,8.0,3.0,3.0,8.0,5.0,4.0
9334,40461.0,82.0,3,1,3,0,3,11,1,3,1.0,5.0,4.0,1.0,7.0,2.0
9335,40462.0,81.0,3,2,1,0,4,8,1,4,8.0,5.0,7.0,8.0,6.0,2.0
9337,40464.0,19.0,4,5,1,13,0,2,1,13,3.0,1.0,3.0,3.0,1.0,3.0
9338,40465.0,26.0,2,1,5,0,3,7,1,3,5.0,2.0,3.0,5.0,4.0,4.0
9340,40467.0,25.0,1,1,3,0,2,6,1,2,4.0,1.0,1.0,4.0,5.0,1.0
9341,40468.0,14.0,2,5,3,8,0,6,1,8,1.0,1.0,3.0,1.0,2.0,1.0
9342,40469.0,16.0,2,5,4,8,0,4,2,8,2.0,1.0,1.0,2.0,6.0,1.0
9346,40473.0,9.0,4,0,5,3,0,8,1,3,1.0,1.0,1.0,1.0,1.0,2.0
9348,40475.0,51.0,4,5,2,0,3,3,1,3,2.0,4.0,2.0,2.0,1.0,2.0
9349,40476.0,25.0,3,3,3,0,1,2,1,1,88.0,1.0,3.0,88.0,1.0,1.0
9350,40477.0,13.0,1,0,6,6,0,4,2,6,4.0,4.0,4.0,4.0,6.0,6.0
9351,40478.0,2.0,1,0,4,0,0,3,2,0,7.0,5.0,1.0,7.0,2.0,1.0
9352,40479.0,4.0,4,0,4,0,0,11,1,0,1.0,2.0,2.0,1.0,5.0,2.0
9354,40481.0,36.0,4,1,5,0,5,11,1,5,1.0,4.0,2.0,1.0,1.0,2.0
9355,40482.0,12.0,4,0,5,6,0,6,1,6,2.0,3.0,8.0,2.0,5.0,3.0
9356,40483.0,24.0,4,1,7,0,5,11,1,5,2.0,1.0,1.0,2.0,6.0,6.0
9357,40484.0,10.0,5,0,3,4,0,11,1,4,1.0,1.0,1.0,1.0,1.0,1.0
9358,40485.0,69.0,1,2,2,0,3,5,1,3,9.0,1.0,1.0,9.0,2.0,2.0
9359,40486.0,18.0,4,5,4,11,0,12,1,11,1.0,4.0,2.0,1.0,5.0,1.0
9361,40488.0,15.0,4,5,5,9,0,9,1,9,2.0,1.0,7.0,2.0,4.0,1.0
9362,40489.0,21.0,3,6,2,0,4,11,1,4,1.0,1.0,1.0,1.0,5.0,1.0
9363,40490.0,36.0,5,6,5,0,3,9,1,3,1.0,2.0,1.0,1.0,6.0,2.0
9364,40491.0,9.0,4,0,7,2,0,7,1,2,1.0,3.0,3.0,1.0,1.0,5.0
9366,40493.0,8.0,1,0,7,2,0,6,2,2,1.0,1.0,1.0,1.0,1.0,1.0
9367,40494.0,5.0,3,0,6,0,0,4,1,0,1.0,1.0,6.0,1.0,1.0,5.0
9370,40497.0,15.0,3,5,7,7,0,11,1,7,8.0,1.0,9.0,8.0,8.0,8.0
